date,open,close,high,low,volume,code,pct_change,上游,债务,股东,投资,并购,同行,概念,集团,高管,诉讼,下游,产品,上游上游,债务债务,股东同行,股东下游,股东股东,投资投资,投资债务,并购并购,同行债务,概念下游,概念债务,概念同行,概念概念,集团集团,集团股东,集团同行,高管高管,诉讼诉讼,诉讼高管,上游同行,下游下游,股东集团,投资下游,同行同行,同行概念,同行产品,同行下游,同行上游,同行集团,产品同行,产品概念,产品产品,产品下游,产品股东,产品债务,概念产品,概念集团,概念上游,概念股东,概念并购,下游债务,下游诉讼,下游同行,债务投资,债务集团,债务并购,投资集团,投资并购,并购投资,并购债务,并购集团,同行股东,概念诉讼,集团债务,集团投资,集团并购,下游并购,债务股东,股东债务,概念投资,上游债务,上游下游,债务下游,集团上游,股东诉讼,并购股东,同行诉讼,诉讼股东,诉讼债务,诉讼下游,诉讼同行,下游上游,债务同行,并购同行,高管诉讼,下游概念,债务诉讼,投资诉讼,并购诉讼,债务概念,投资上游,同行并购,高管债务,产品上游,债务上游,高管下游,诉讼概念,股东上游,股东并购,并购上游,产品集团,上游投资,下游集团,股东概念,股东产品,并购下游,上游集团,股东投资,集团诉讼,集团概念,上游并购,下游投资,债务产品,上游股东,下游股东,上游诉讼,诉讼上游,集团下游,上游概念,债务高管,同行投资,投资股东,下游产品,并购概念,产品并购,诉讼集团,诉讼并购,下游高管,并购产品,投资同行,上游产品,诉讼投资,产品诉讼,投资概念,集团产品,RSV,K,D,J,EMA12,EMA26,DIF,DEA,MACD,OBA,RSI,PSY,AR,BR,CR,BIAS_6,BIAS_12,BIAS_24,CCI,WR,M_TRIX,target
2013/6/28,6.005,5.389,6.005,4.94,5663494,1,-0.116122683,0,0,-0.189945798,0,0,0.238376506,-3.187111254,-0.063315266,0,0,0,0,-0.174460785,0,-0.35167993,-0.05458613,-0.203127178,0,0,0,-2.439870888,-0.029120849,-0.11592762,-0.35167993,-0.214403087,-0.063315266,-0.19391051,-0.35167993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.15962441,40.66875183,43.00901397,35.98822754,6.404061009,6.313738988,0.090322021,0.291467867,-0.402291693,-888078.4019,-57.06287683,5,123.2164746,1.038737125,106.5914119,-0.171029355,-0.175363428,-0.192767512,-262.5329276,80.69647463,0.658753052,-0.060122472
2013/7/5,5.302,5.065,5.378,4.87,3831712,1,-0.060122472,0,0,-0.021747425,0,0,-0.062880737,0.72371258,-0.007249142,0,0,0,0,0.030770817,0,0.036350813,0.041883578,0.030408779,0,0,0,0.590771164,0.105715615,-0.027440396,0.036350813,0.152937228,-0.007249142,0.0830604,0.036350813,0,0,-0.109494275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.38582677,39.90777681,41.97526825,35.77279393,6.198051623,6.221239803,-0.023188181,0.228536658,-0.503449677,-890043.3386,-79.24641148,5,114.4106331,0.950572762,97.54014716,-0.185156386,-0.211944014,-0.240857314,-225.2200115,91.86143573,0.318603115,0.103455084
2013/7/12,4.962,5.589,5.859,4.848,5706551,1,0.103455084,0,0,0.043620292,0,0,0.462651409,2.723677961,0.014540097,0,0,0,0,0.171587563,0,0.1348404,-0.003861004,0.014540097,0,0,0,0.722167056,-0.002639116,0.033765032,0.1348404,0.204417544,0.014540097,0.046987426,0.1348404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.29376855,51.03644072,44.99565907,63.11800402,6.104351373,6.174407225,-0.070055852,0.168818156,-0.477748016,2658541.564,-138.2352941,5,120.6550571,0.980436808,98.80507066,-0.058298231,-0.115693707,-0.160290721,-131.3312369,69.35483871,0.168513362,-0.088030059
2013/7/19,5.675,5.097,5.816,5.086,4665628,1,-0.088030059,0,0,-0.138834522,0,0,-0.573670541,-2.591164784,-0.046278174,0,0,0,0,0.22641089,0,-0.205102015,-0.057683539,-0.077886697,0,0,0,-0.587026857,-0.055963691,-0.020581655,-0.205102015,-0.174166333,-0.046278174,0.01641747,-0.205102015,0,0,-0.002678811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506849315,34.52657692,41.50596502,20.56780071,5.949374239,6.094599283,-0.145225044,0.106009516,-0.50246912,-4525020.033,-141.2672624,4,115.3160097,0.958830011,99.16991317,-0.106377383,-0.181741562,-0.229948948,-119.3122493,89.70223325,-0.19182996,0.022169904
2013/7/26,4.989,5.21,5.535,4.929,3960465,1,0.022169904,0,0,-0.071097577,0,0,-0.203268608,0.501524559,-0.023699192,0,0,0,0,-0.135862255,0,0.103984963,0.004113235,-0.000246581,0,0,0,1.092511148,0.001892353,0.208771128,0.103984963,0.128770489,-0.023699192,0.220501679,0.103984963,0,0,0.024174053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.36963696,38.4742636,40.49539788,34.43199504,5.835624356,6.02907341,-0.193449054,0.046117802,-0.479133712,-287558.5149,-89.53414167,4,109.8009188,0.892451899,90.17872636,-0.049790261,-0.148594268,-0.203533904,-106.1162208,85.02894955,-0.467798584,0.018809981
2013/8/2,5.119,5.308,5.459,5.059,2967306,1,0.018809981,0,0,-0.025630594,0,0,0.046896307,0.74494114,-0.008543531,0,0,0,0,0.213270266,0,0.079169876,0.038554217,0.014371659,0,0,0,0.753051283,0.144359596,-0.042328042,0.079169876,0.058514983,-0.008543531,0.085818251,0.079169876,0,0,0.013113034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.25,46.39950907,42.46343494,54.27165732,5.754451378,5.975660565,-0.221209187,-0.007347596,-0.427723182,726989.97,-157.3375262,4,104.5064849,0.829138812,79.53394124,-0.000219746,-0.114638571,-0.178147943,-91.07871248,80.97601323,-0.65818782,0.003014318
2013/8/9,5.308,5.324,5.47,5.27,2914866,1,0.003014318,0,0,0.064833812,0,0,-0.065498941,1.374501362,0.021611271,0,0,0,0,-0.074637932,0,-0.050469229,0.003944316,0.070802957,0,0,0,0.949200317,0.217568647,0.038476717,-0.050469229,0.216865138,0.021611271,0.032712469,-0.050469229,0,0,0.018120632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39.93300604,41.61995864,36.55910085,5.688228089,5.927389412,-0.239161323,-0.053710341,-0.370901963,-1340838.36,-91.49765991,4,93.42162872,0.730076366,71.04002323,0.014932961,-0.093517218,-0.168233303,-68.68295175,79.25021796,-0.84806819,0.074192337
2013/8/16,5.34,5.719,6.064,5.324,6834793,1,0.074192337,0,0,0.124514661,0,0,0.508526136,1.82703702,0.041504887,0,0,0,0,0.120758184,0,0.099313487,0.011786457,0.017952168,0,0,0,-0.110943661,-0.077236306,-0.027740832,0.099313487,-0.217944007,0.041504887,0.000978641,0.099313487,0,0,0.002542588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.37837838,44.41479682,42.55157137,48.14124773,5.692962229,5.911953159,-0.21899093,-0.086766459,-0.264448942,461810.3378,-135.8309318,5,106.8596305,0.849658075,77.42903999,0.078378378,-0.007053411,-0.097383018,-21.48813871,53.22234157,-0.84205096,0.003671971
2013/8/23,5.524,5.74,6.081,5.524,5579041,1,0.003671971,0,0,-0.053220208,0,0,-0.353167042,-1.594443202,-0.017740069,0,0,0,0,0.015265441,0,-0.054159434,-0.013476473,-0.019994353,0,0,0,0.404214551,0.167326599,0.06273207,-0.054159434,0.103923951,-0.017740069,0.278388666,-0.054159434,0,0,0.032716206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.77917415,42.53625593,42.54646622,42.51583535,5.700198809,5.899215888,-0.199017079,-0.109216583,-0.179600991,-1252028.95,-125.850966,6,120.441214,0.900296801,84.80369885,0.070346371,0.016131531,-0.082279113,-3.809402937,52.09452202,-0.846658795,-0.00087108
2013/8/30,5.746,5.735,5.956,5.675,3083904,1,-0.00087108,0,0,0.095995289,0,0,0.107606415,0.992246143,0.03199843,0,0,0,0,-0.100110595,0,0.095757418,0.048622366,0.047362189,0,0,0,1.25148849,0.043984052,0.200257448,0.095757418,-0.0671475,0.03199843,-0.161282512,0.095757418,0,0,0.07367387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35231317,35.47494168,40.18929137,26.04624228,5.705552839,5.887051748,-0.18149891,-0.123673048,-0.115651722,-1766934.32,-106.20285,6,105.3417722,0.764027838,74.42541867,0.05776029,0.030957178,-0.072075291,6.62127671,28.06163828,-0.792208564,0.039581517
2013/9/5,5.805,5.962,6.162,5.746,2893652,1,0.039581517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.92307692,40.95765343,40.44541206,41.98213616,5.745006248,5.892603471,-0.147597222,-0.128457883,-0.038278679,111294.3077,-130.7692308,7,103.5420207,0.795572466,70.69107251,0.073750563,0.08051289,-0.024794515,35.32561985,15.22070015,-0.766676007,0.197584703
2013/9/13,6.097,7.14,7.491,6.097,9019876,1,0.197584703,0,0,0.170178582,0,0,1.337831539,5.340495943,0.056726194,0,0,0,0,0.146467467,0,0.418762166,0.012402775,0.097807505,0,0,0,2.089373425,0.106336179,-0.050143266,0.418762166,-0.009252662,0.056726194,-0.011204971,0.418762166,0,0,0.033476805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.82065997,52.24532227,44.37871546,67.9785359,5.959620671,5.985003213,-0.025382542,-0.107842815,0.164920546,4477585.504,427.953411,8,131.6923516,1.068671168,96.77038204,0.233870968,0.286969583,0.17286718,182.3864712,13.28036322,-0.528492611,-0.031792717
2013/9/18,7.145,6.913,7.372,6.762,2991394,1,-0.031792717,0,0,0.007192562,0,0,-0.6061764,-1.451759683,0.002397521,0,0,0,0,-0.066998819,0,-0.165127983,-0.031561462,-0.047081114,0,0,0,-0.705205441,-0.040967147,0.041779789,-0.165127983,0.026990876,0.002397521,0.174056174,-0.165127983,0,0,0.006941231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75409836,43.08158097,43.9463373,41.35206831,6.106294414,6.053743716,0.052550698,-0.075764112,0.256629621,-1510408.774,484.3691149,7,124.5467225,1.053833397,98.2697577,0.138473362,0.22161191,0.133844062,259.2745219,22.56049961,-0.401336501,-0.069579054
2013/9/27,6.918,6.432,7.01,6.216,4508144,1,-0.069579054,0,0,-0.149632482,0,0,-0.524363947,-2.010967627,-0.049877494,0,0,0,0,-0.202660359,0,-0.165158731,-0.032375643,-0.074829096,0,0,0,-0.533842161,-0.05837018,-0.114811061,-0.165158731,0.157475493,-0.049877494,-0.097452417,-0.165158731,0,0,-0.025275735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.20403023,37.78906406,41.89391288,29.5793664,6.156402966,6.0817627,0.074640266,-0.045683237,0.240647005,-2055350.287,767.761194,7,133.8505147,1.117957033,98.2796787,0.026970209,0.112185422,0.053526702,222.351784,41.33489461,-0.374686055,-0.001710199
2013/9/30,6.432,6.421,6.508,6.389,373601,1,-0.001710199,0,0,-0.009209799,0,0,0.049188235,0.537970065,-0.003069933,0,0,0,0,0.029565829,0,0.022187159,0.005539552,0.01193117,0,0,0,0.47796569,0.055258561,0.014393196,0.022187159,0.060076556,-0.003069933,-0.01836334,0.022187159,0,0,0.030645922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8907563,34.1562948,39.31470686,23.8394707,6.197110202,6.106891389,0.090218813,-0.018502827,0.217443279,-172672.7311,249.2248062,6,131.3170441,1.087669759,98.85370305,0.003987178,0.092169328,0.052680474,354.7304115,43.99671053,-0.361502106,0.068213674
2013/10/11,6.421,6.859,6.908,6.221,3280912,1,0.068213674,0,0,0.058754696,0,0,0.270079168,2.068856566,0.019584899,0,0,0,0,0.197293028,0,0.105470348,0.026002644,0.040667272,0,0,0,1.524671229,0.17629121,-0.010319252,0.105470348,0.154151474,0.019584899,0.099981872,0.105470348,0,0,0.070677036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.86754003,53.72670988,44.11870786,72.94271391,6.298939402,6.162603138,0.136336264,0.012464991,0.247742545,2812892.53,167.7814939,6,138.9302538,1.219336627,110.7492293,0.047908842,0.146295097,0.123256171,-1002.635382,28.45565061,-0.307723865,-0.03863537
2013/10/18,6.81,6.594,6.859,6.448,2319065,1,-0.03863537,0,0,-0.056901238,0,0,-0.443047446,-1.617618211,-0.018967079,0,0,0,0,-0.05081771,0,-0.121403836,-0.038015464,0.018069958,0,0,0,-0.48897028,-0.126565726,-0.03714565,-0.121403836,-0.054664482,-0.018967079,-0.003347719,-0.121403836,0,0,-0.046784875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.52311436,47.6588447,45.29875348,52.37902716,6.34433334,6.194558461,0.149774879,0.039926969,0.21969582,-671456.7762,247.3631841,5,129.9623777,1.118829728,108.329925,-0.013145095,0.077950031,0.077762833,-287.3300336,41.39363175,-0.307017397,0.100849257
2013/10/25,6.6,7.259,7.459,6.491,5580160,1,0.100849257,0,0,-0.037682409,0,0,-0.088717381,-1.973574668,-0.012560803,0,0,0,0,-0.221312273,0,-0.17119661,-0.020763563,-0.064284941,0,0,0,-2.186189271,-0.104999735,-0.029610829,-0.17119661,-0.219432691,-0.012560803,0.001157168,-0.17119661,0,0,-0.006723442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.33884298,58.21884413,49.60545036,75.44563166,6.485051288,6.273405983,0.211645305,0.074270636,0.274749338,3274308.76,145.7446809,5,149.4097001,1.316343162,121.595379,0.07801594,0.159553792,0.184615018,-197.726736,11.79461108,-0.170211061,0.032786885
2013/11/1,7.243,7.497,7.832,7.01,6304013,1,0.032786885,0,0,0.195672507,0,0,0.529822303,3.335097687,0.065224169,0,0,0,0,-0.213036963,0,0.14682787,0.005699954,0.008730663,0,0,0,-0.838380199,-0.025765788,-0.035745423,0.14682787,-0.113471971,0.065224169,-0.076106492,0.14682787,0,0,-0.056407942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.24574209,58.56114345,52.59068139,70.50206757,6.640735705,6.364042576,0.276693128,0.114755135,0.323875988,1165705.567,143.244425,5,146.3319863,1.297955633,128.6270691,0.104042412,0.165699181,0.218570316,-164.1862373,15.53082986,-0.010203206,-0.038948913
2013/11/8,7.556,7.205,7.616,7.005,3848576,1,-0.038948913,0,0,-0.118187672,0,0,-0.383416891,-0.940051434,-0.039395891,0,0,0,0,-0.085546736,0,-0.229518812,-0.026751304,-0.068301603,0,0,0,-0.643163389,-0.090686451,0.007052441,-0.229518812,-0.238762765,-0.039395891,-0.128921189,-0.229518812,0,0,-0.009564802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.73322422,49.95183704,51.71106661,46.43337791,6.727545596,6.426335719,0.301209878,0.152046083,0.298327589,-1329049.977,167.5276753,5,131.7080208,1.178489082,115.8508315,0.042981049,0.094056462,0.167254502,-95.69630846,30.05752637,0.122084506,0.00222068
2013/11/15,7.205,7.221,7.621,7.01,4461038,1,0.00222068,0,0,0.174588665,0,0,-0.150821124,1.213568441,0.058196222,0,0,0,0,0.119511379,0,0.172352839,-0.005823433,0.085599954,0,0,0,1.279044203,0.084123357,0.046327887,0.172352839,0.12006874,0.058196222,0,0.172352839,0,0,0.031385804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.53355155,44.81240855,49.41151392,35.6141978,6.803461659,6.48519974,0.318261919,0.18528925,0.265945337,-1379928.285,167.5276753,5,138.8954519,1.251008766,121.8139439,0.025831656,0.074980151,0.167859995,-69.16092349,35.21613833,0.31856452,0.023265476
2013/11/22,7.286,7.389,7.675,7.162,4305640,1,0.023265476,0,0,0.149265764,0,0,0.531456459,2.970727337,0.049755255,0,0,0,0,0.06377251,0,0.346416879,0.017806935,0.138741229,0,0,0,1.123840688,0.026650313,0.081002231,0.346416879,0.085648707,0.049755255,0.150439444,0.346416879,0,0,-0.002340824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.24951267,44.62477659,47.81593481,38.24246014,6.89354448,6.552147907,0.341396573,0.216510715,0.249771717,-495190.5653,176.7065868,5,138.2365843,1.256648199,117.9957185,0.032644267,0.078620522,0.190506081,-63.8508594,27.41336634,0.54561188,-0.00514278
2013/11/29,7.243,7.351,7.508,7.221,2740206,1,-0.00514278,0,0,0.110757584,0,0,-0.131778372,-0.017406299,0.036919195,0,0,0,0,0.193805302,0,0.091245115,0.019337017,0.02678406,0,0,0,1.104317958,0.205146426,0.003016352,0.091245115,0.101762524,0.036919195,0.008839091,0.091245115,0,0,0.025809479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.29616725,44.84857347,46.82681436,40.89209169,6.963922253,6.611322136,0.352600116,0.243728595,0.217743042,-257789.4146,181.874612,5,138.5972716,1.223435125,115.4155092,0.013290449,0.054934016,0.177482706,-45.54229688,29.76485149,0.672247049,-0.022854033
2013/12/6,7.372,7.183,7.599,7.156,4005154,1,-0.022854033,0,0,0.097450005,0,0,0.165835615,1.933354965,0.032483335,0,0,0,0,-0.069740208,0,0.072057682,-0.01129178,0.011792209,0,0,0,-0.004993697,-0.024226582,-0.051598607,0.072057682,0.045270446,0.032483335,-0.099216162,0.072057682,0,0,-0.038883806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.094808126,31.93065169,41.86142681,12.06910146,6.997626521,6.653668645,0.343957877,0.263774451,0.160366851,-3516941.097,202.3480663,5,146.3339017,1.30204259,122.3839345,-0.017720596,0.022764083,0.142785171,-31.26793494,40.28553693,0.823386669,-0.055687039
2013/12/13,7.189,6.783,7.237,6.729,2495686,1,-0.055687039,0,0,-0.043963927,0,0,-0.587299554,-2.210389899,-0.014654642,0,0,0,0,0.034211147,0,-0.157115101,-0.003883052,0.016928891,0,0,0,0.141766472,0.085458233,0.075600801,-0.157115101,-0.026254183,-0.014654642,0.016728254,-0.157115101,0,0,0.057115659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62992126,24.83040821,36.18442061,2.122383425,6.964607057,6.663248745,0.301358312,0.271291223,0.060134176,-1965107.087,329.2326431,5,142.4579327,1.295916916,123.2628921,-0.064230942,-0.033697594,0.070003911,9.442201585,65.11483551,0.895391899,-0.051009878
